yearmoth  min	  5th	   med	    95th     max
206503   24.54    28.08    71.87    98.87   108.31 
206504   25.88    29.02    57.73   108.70   117.38 
206505   15.01    18.96    63.57    99.16   115.36 
206506   19.57    23.81    47.75    79.32    82.94 
206507   15.76    23.54    56.31    99.64    99.99 
206508   18.92    20.91    47.39    90.68    93.19 
206509    9.75    10.51    39.38    95.17   102.14 
206510    9.64    10.52    52.32    92.40   114.61 
206511   13.62    14.23    40.98    78.08    83.75 
206512    9.58    13.20    48.20   103.48   143.38 
206601   10.77    14.40    49.68   146.77   155.62 
206602    7.29    10.89    54.84    95.95    99.82 
206603   13.51    22.04    73.61   124.36   126.99 
206604   19.93    32.40    66.24   106.67   124.17 
206605   22.02    28.10    61.30   106.68   114.01 
206606   22.92    23.50    52.40    78.04   107.67 
206607   24.48    26.17    64.68    95.62   125.41 
206608   15.50    17.85    53.03   115.08   116.60 
206609    3.09    12.42    44.34    99.70   103.83 
206610   11.73    13.23    45.76   103.46   108.51 
206611    8.25     9.26    55.58    92.86   107.26 
206612    6.42    19.88    50.08    92.10   112.24 
206701    4.56    20.12    56.35   108.71   141.79 
206702    6.35    14.90    63.90   138.25   140.88 
206703   23.11    31.50    69.70   121.45   136.80 
206704   33.29    34.12    65.96   129.79   138.04 
206705   26.15    31.81    61.17   113.66   132.07 
206706   15.53    24.15    47.77    83.84    94.79 
206707   26.50    32.95    66.28   103.40   103.90 
206708   15.07    26.09    50.67    91.31    98.79 
206709    4.98     9.45    50.55    94.69   106.16 
206710   17.19    20.21    48.72    91.96   106.37 
206711    7.36    15.98    42.90    91.23    91.52 
206712   14.48    17.22    47.14    79.56   105.68 
206801    7.34    10.61    48.97   142.00   214.05 
206802   16.14    28.11    57.76   111.34   119.04 
206803   19.81    25.44    71.97   106.30   150.79 
206804   18.90    30.53    70.66   114.67   120.01 
206805   22.84    26.69    55.32   114.19   115.53 
206806   14.59    16.13    45.17    89.01   101.14 
206807   28.01    28.01    59.07   117.40   137.06 
206808   17.14    22.61    52.95    80.13   111.88 
206809    7.70    10.21    47.67    81.52   111.30 
206810    8.16     8.22    40.73    89.52   109.71 
206811    0.57     7.87    50.16    93.12    94.10 
206812   12.24    19.75    54.68   100.61   115.45 
206901    5.53    16.42    65.77   151.87   157.34 
206902    3.98    16.59    53.86   109.08   109.68 
206903   19.38    31.12    73.44   120.95   140.60 
206904   12.98    21.10    60.39   102.66   107.85 
206905   14.42    22.04    61.83   107.43   152.67 
206906    6.93    12.56    43.01    96.64   130.82 
206907   28.49    31.90    53.35   107.81   111.73 
206908   20.39    22.08    49.97    92.20    95.10 
206909   11.15    14.16    47.85    87.07    89.87 
206910   12.28    14.00    42.28    97.34   103.40 
206911    6.69     6.88    50.77    80.06    81.56 
206912    7.29    19.10    58.88    80.02   108.84 
207001    8.24    11.71    52.62   107.90   116.54 
207002   19.03    21.70    55.74   105.63   123.27 
207003   27.43    31.69    62.58    99.11   126.40 
207004   22.80    28.64    62.24   101.07   115.34 
207005   17.26    24.62    60.04   103.85   112.10 
207006   10.05    25.42    54.95   100.31   105.50 
207007   35.61    35.77    65.54   102.04   121.43 
207008   23.32    24.53    48.60    95.60    95.98 
207009    4.96     8.25    51.20    97.83   125.57 
207010   18.47    19.05    56.49    94.96   102.81 
207011    9.74    15.62    40.38    78.87    82.49 
207012   12.43    17.28    43.83   119.85   156.84 
207101    8.55    18.28    67.83   121.71   152.13 
207102    8.17    15.78    62.74   115.31   152.99 
207103   32.52    40.07    81.13   127.17   132.20 
207104   26.18    30.92    71.90   111.64   125.87 
207105   19.36    21.08    64.32   101.52   102.33 
207106   13.52    17.37    46.06    89.27    93.02 
207107   21.93    28.26    62.99   116.98   136.12 
207108   24.15    27.06    53.24    94.36   116.11 
207109    3.72    12.45    45.42    89.57    94.34 
207110   11.12    12.53    45.00    95.92   104.03 
207111   19.78    22.07    47.38    87.67    93.77 
207112   17.92    23.32    43.68    93.74   108.85 
207201   19.83    26.18    66.42   132.08   132.97 
207202    9.16    15.33    50.02   117.97   122.54 
207203   34.75    45.53    69.48   120.47   126.40 
207204   19.36    24.67    71.16   113.75   120.87 
207205   26.44    26.70    68.18   104.67   105.74 
207206   15.69    19.02    48.92   105.17   108.39 
207207   14.30    21.56    64.41   122.61   133.53 
207208   18.03    19.11    45.70   110.47   112.61 
207209   11.37    13.48    51.16    93.61   108.99 
207210    4.08    16.70    50.09    93.31   112.38 
207211    4.08     9.54    44.84    85.75   120.29 
207212   11.26    25.82    57.61   103.62   115.73 
207301    9.82    10.22    51.42   112.65   116.36 
207302   23.38    27.69    61.77   108.22   112.74 
207303   31.36    39.60    68.63   108.33   116.63 
207304   16.95    28.17    66.50   116.15   118.02 
207305   19.85    26.65    51.04    86.39    90.98 
207306   16.91    22.31    47.71    83.93   109.53 
207307   12.08    25.95    54.36    89.84    91.51 
207308    9.33    19.76    41.88    82.04    91.17 
207309    9.68    10.33    36.52    66.34    75.51 
207310    4.64    13.53    39.14    97.83   113.17 
207311    6.10     8.82    36.05    84.17    92.37 
207312    8.14    11.72    40.29    94.54   173.62 
207401   13.74    14.82    41.20   112.53   128.30 
207402    9.88    13.07    60.73   144.76   148.48 
207403   20.75    28.36    65.04   112.46   113.90 
207404   30.97    32.88    56.49   115.16   123.41 
207405   25.46    26.91    44.01    88.61    90.94 
207406   14.14    16.88    45.65    85.84   101.15 
207407   20.36    22.71    50.48    97.26   117.75 
207408   15.30    16.35    48.38    92.49   100.72 
207409   11.11    12.64    39.18    74.77    77.30 
207410   10.57    12.42    41.10    89.59   103.91 
207411   11.01    15.70    41.54    87.73   101.16 
207412   22.87    25.22    51.03   154.43   162.65 
207501   11.74    12.14    42.87   129.59   144.02 
207502   17.32    29.87    60.75   102.61   102.68 
207503   19.17    36.81    70.72   124.45   132.65 
207504   25.46    27.08    71.09   106.10   120.92 
207505   15.60    16.65    55.24   107.24   132.49 
207506    8.87    15.04    47.99   110.95   118.09 
207507   31.09    32.83    59.50    98.50   112.26 
207508   18.41    19.61    56.15    92.20   106.19 
207509   10.44    17.63    43.98    79.49    94.48 
207510   12.08    13.17    49.63    87.52    91.79 
207511   10.20    13.29    33.92    70.04    81.51 
207512   14.82    16.18    59.14   119.06   124.01 
207601   20.62    21.76    62.05   142.60   178.51 
207602    6.63    28.10    64.05   119.10   129.41 
207603   23.09    25.45    76.33   124.43   126.15 
207604   18.21    27.85    76.28   109.27   114.10 
207605   19.85    23.36    48.94   109.39   113.95 
207606   11.06    12.75    46.95    84.98    93.62 
207607   27.62    34.05    65.52   108.27   109.02 
207608   14.45    17.48    56.68    89.60    92.52 
207609   14.33    22.35    42.76    88.14    89.58 
207610   19.06    20.29    43.17    83.82    97.80 
207611   11.47    12.46    45.06   102.57   106.79 
207612   18.37    18.94    55.42   103.85   106.09 
207701   22.99    23.53    49.27   121.28   139.05 
207702    9.10    12.01    60.41   128.99   162.44 
207703   26.33    41.46    74.03   116.15   128.78 
207704   21.52    27.90    68.42   108.72   129.47 
207705   18.60    23.47    65.03   111.94   113.47 
207706   15.46    19.14    50.79   126.89   155.08 
207707   15.93    16.16    59.90   104.89   110.52 
207708   17.11    17.26    42.97    83.36    90.84 
207709    7.42    10.67    36.18    76.44    90.84 
207710   10.28    12.46    45.21    84.37    87.47 
207711    7.42     8.54    43.92    88.19    88.29 
207712   22.36    23.46    49.28    93.11   108.69 
207801   12.47    17.34    50.11   140.44   155.25 
207802   12.95    13.71    54.12    98.36   112.86 
207803   10.22    18.09    67.81   107.26   114.88 
207804   11.70    12.26    57.12   103.13   119.61 
207805   19.12    22.28    50.41   102.94   115.67 
207806   10.74    16.41    42.93    92.97   105.15 
207807   22.61    27.95    60.39   100.14   110.98 
207808   21.48    24.51    55.57   102.55   113.77 
207809    8.78    11.65    40.18    95.10    99.28 
207810    3.49    12.80    47.82    84.19    94.97 
207811   10.68    11.76    40.84    87.37    88.23 
207812   14.50    14.73    48.93   156.27   175.53 
207901    4.60    13.50    54.02   125.82   146.27 
207902    6.41    20.41    55.02    95.30   115.69 
207903   30.49    31.13    64.34   110.09   129.43 
207904   12.29    23.94    60.15    94.16    99.42 
207905   20.70    25.68    52.63    94.10   102.83 
207906    5.18    16.81    44.87    90.59   102.05 
207907   23.70    26.36    59.45   114.83   119.67 
207908   21.60    25.14    54.95    97.21   105.16 
207909   10.09    10.17    37.98    76.12    78.97 
207910   10.28    14.80    44.36   101.65   149.29 
207911   17.22    18.70    45.64    91.30   131.33 
207912    9.12    15.55    54.01    86.01    94.60 
208001   19.74    21.49    49.87   140.48   148.03 
208002    9.53    15.07    42.65   109.07   114.10 
208003   29.64    31.58    67.76   127.55   155.64 
208004   19.18    20.22    62.75   105.49   108.96 
208005   11.27    20.09    53.69    91.61    99.24 
208006   13.29    14.04    40.90    81.25    83.72 
208007   24.26    33.49    64.12   111.82   119.09 
208008   17.18    19.21    46.14    96.46    97.32 
208009    5.88    12.25    39.84    75.95    84.76 
208010   12.00    15.47    41.43    96.19   106.28 
208011    9.45    11.62    42.44    86.43    91.34 
208012   12.23    17.40    57.67   114.26   123.72 
